adoption,adoptionDegree,authors,docId,docLabel,docTitle,docType,group,href,implementationDate,keywords,leadingunit,participationUnits,publicationDate,publisher,status.active,workInfo.review,status.stabilized,status.stabilizedDate,status.superseded,status.supersededBy,status.withdrawn,references.normative,status.statusNote,references.bibliographic,docElement,docNumber,docPart,repo,doi,relatedDocs,status.reaffirmDate,status.reaffirmed,status.unknown,status.draft,status.publicCd,status.amended,status.amendedDate,status.amendedBy,details
undefined,undefined,undefined,iso12611-2004,ISO 12611:2004,Cinematography — Audio head tones for use in international exchange of 35 mm analogue magnetic film masters — Specifications and location,国际标准,iso-tc36-tc,https://www.iso.org/standard/39985.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso12612-2016,ISO 12612:2016,Cinematography — Interchange of post-production sprocket-based materials,国际标准,iso-tc36-tc,https://www.iso.org/standard/69741.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso17266-2018,ISO 17266:2018,"Cinematography — Multichannel analogue and digital photographic sound and control records on 35 mm motion-picture prints and negatives, and digital sound-control records on 70 mm motion-picture prints and negatives — Position and width dimensions",国际标准,iso-tc36-tc,https://www.iso.org/standard/74447.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso17332-2001,ISO 17332:2001,Cinematography — Manufacturer-printed latent image identification information for 35 mm motion-picture colour-print film — Specifications,国际标准,iso-tc36-tc,https://www.iso.org/standard/32993.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso20859-2005,ISO 20859:2005,Cinematography - Spectral response of photographic audio reproducers for analog dye sound tracks on 35 mm film,国际标准,iso-tc36-tc,https://www.iso.org/standard/39786.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso21727-2016,ISO 21727:2016,Cinematography — Method of measurement of perceived loudness of short duration motion-picture audio material,国际标准,iso-tc36-tc,https://www.iso.org/standard/69744.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso22234-2005,ISO 22234:2005,"Cinematography — Relative and absolute sound pressure levels for motion-picture multi-channel sound systems — Measurement methods and levels applicable to analog photographic film audio, digital photographic film audio and D-cinema audio",国际标准,iso-tc36-tc,https://www.iso.org/standard/40957.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26428-9-2009,ISO 26428-9:2009,Digital cinema (D-cinema) distribution master — Part 9: Image pixel structure level 3 — Serial digital interface signal formatting,国际标准,iso-tc36-tc,https://www.iso.org/standard/52784.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26428-11-2011,ISO 26428-11:2011,Digital cinema (D-cinema) distribution master — Part 11: Additional frame rates,国际标准,iso-tc36-tc,https://www.iso.org/standard/57749.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26428-19-2011,ISO 26428-19:2011,Digital cinema (D-cinema) distribution master — Part 19: Serial digital interface signal formatting for additional frame rates level AFR2 and level AFR4,国际标准,iso-tc36-tc,https://www.iso.org/standard/57750.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26429-8-2009,ISO 26429-8:2009,Digital cinema (D-cinema) packaging — Part 8: Packing list,国际标准,iso-tc36-tc,https://www.iso.org/standard/52785.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26429-9-2009,ISO 26429-9:2009,Digital cinema (D-cinema) packaging — Part 9: Asset mapping and file segmentation,国际标准,iso-tc36-tc,https://www.iso.org/standard/52786.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26429-10-2009,ISO 26429-10:2009,Digital cinema (D-cinema) packaging — Part 10: Stereoscopic picture track file,国际标准,iso-tc36-tc,https://www.iso.org/standard/52787.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26430-3-2008,ISO 26430-3:2008,Digital cinema (D-cinema) operations — Part 3: Generic extra-theater message format,国际标准,iso-tc36-tc,https://www.iso.org/standard/50225.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26430-9-2009,ISO 26430-9:2009,Digital cinema (D-cinema) operations — Part 9: Key delivery bundle,国际标准,iso-tc36-tc,https://www.iso.org/standard/52791.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26432-2-2008,ISO 26432-2:2008,Digital source processing — Part 2: Digital cinema (D-cinema) low frequency effects (LFE) channel audio characteristics,国际标准,iso-tc36-tc,https://www.iso.org/standard/50208.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26433-2009,ISO 26433:2009,Digital cinema (D-cinema) — XML data types,国际标准,iso-tc36-tc,https://www.iso.org/standard/52793.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso6-1993,ISO 6:1993,Photography — Black-and-white pictorial still camera negative film/process systems — Determination of ISO speed,国际标准,iso-tc42-tc,https://www.iso.org/standard/3580.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""牟秀芳"",""唐志健"",""荀希增""]",gbt-15958-1995,GB/T 15958-1995,黑白电影负片感光度的测定,国家标准,全国感光材料标准化技术委员会（TC102）,./pdf/GBT_15958-1995_黑白电影负片感光度的测定.pdf,1996-08-01,"[""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""中国乐凯胶片公司第一胶片厂"",""化工部感光材料检测中心""]",1995-12-20,国家技术监督局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso6-1993""]",等同采用（IDT）,"[""牟秀芳"",""唐志健"",""荀希增""]",gbt-2923-1995,GB/T 2923-1995,黑白照相负片／加工组合ISO感光度的测定,国家标准,全国感光材料标准化技术委员会（TC102）,./pdf/GBT_2923-1995_黑白照相负片／加工组合ISO感光度的测定.pdf,1996-08-01,"[""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""中国乐凯胶片公司第一胶片厂"",""化工部感光材料检测中心""]",1995-12-20,国家技术监督局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso12222-2000""]",等同采用（IDT）,"[""汪荣华"",""牟秀芳""]",gbt-18995-2003,GB/T 18995-2003,电影摄影术 在16mm、35mm和65mm电影胶片上由制造厂印制的潜影标识 规范和尺寸,国家标准,全国感光材料标准化技术委员会（TC102）,./pdf/GBT_18995-2003_电影摄影术_在16mm、35mm和65mm电影胶片上由制造厂印制的潜影标识_规范和尺寸.pdf,2003-08-01,"[""胶片工艺""]",中国乐凯胶片集团公司,"[""中国乐凯胶片集团公司"",""中国电影科学技术研究所""]",2003-03-05,中华人民共和国国家质量监督检验检疫总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,SMPTE.EG5.2003,SMPTE EG 5:2003,"Projected Image Quality of 70-, 35- and 16-mm Motion-Picture Projection Systems",工程指南,smpte-27c-tc,https://doi.org/10.5594/SMPTE.EG5.2003,undefined,"[""放映"",""放映机"",""胶片工艺"",""测量""]",undefined,undefined,2003-01-01,SMPTE,true,null,true,undefined,undefined,undefined,undefined,null,undefined,null,undefined,5,undefined,undefined,10.5594/SMPTE.EG5.2003,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""SMPTE.EG5.2003""]",等同采用（IDT）,"[""俞季村"",""邓荣武""]",gbt-19896-2005,GB/T 19896-2005,70、35和16mm电影放映系统 画面清晰度等级,国家标准,中国机械工业联合会,./pdf/GBT_19896-2005_70、35和16mm电影放映系统_画面清晰度等级.pdf,2006-04-01,"[""放映"",""放映机"",""胶片工艺"",""测量""]",秦皇岛视听机械研究所,"[""秦皇岛视听机械研究所"",""中国电影科学技术研究所""]",2005-09-09,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
